id,Name,B1,B2,B3,B4,B5,B6,B7
113,Barren,9008,9355,10099,12612,16075,40084,12337
114,Barren,9084,10178,10932,15484,19763,42638,14995
115,Barren,9692,11008,12599,16793,23675,42453,17819
116,Barren,9090,9982,10609,13763,17925,41186,14051
117,Barren,9268,10386,12302,17091,23030,42504,16001
118,Barren,9308,10197,11116,16063,19779,42231,15197
119,Barren,9468,10804,12301,16713,23036,44414,17728
120,Barren,10029,11244,12815,19020,24616,43265,17720
121,Barren,9432,10411,11630,16309,22349,43279,16756
122,Barren,8676,9341,9754,11855,12794,39378,10254
123,Barren,8813,9366,10106,13188,15284,39981,11767
124,Barren,9179,10389,11605,15856,21469,41697,15562
125,Barren,9209,10195,11274,15833,20255,40760,14598
126,Barren,10394,11838,13773,18331,25806,43382,18784
127,Barren,9068,9757,11265,14704,18825,43098,14037
128,Barren,8573,9141,9761,11646,13163,39259,10621
129,Barren,9209,10443,11464,16450,20956,42571,15188
130,Barren,9071,10382,11770,17970,23454,43055,16515
131,Barren,8731,9481,10240,14780,14050,40015,10723
132,Barren,9078,9928,11110,15365,18402,41242,13655
133,Barren,9191,10314,11435,18144,20181,41934,14050
134,Barren,9202,10319,11792,18610,21331,41680,14864
135,Barren,9499,10790,12696,22910,22501,42517,14703
136,Barren,9140,10556,11992,18907,21963,42038,15302
137,Barren,9521,10971,12848,24277,23034,41376,15287
138,Barren,8911,9733,10782,14612,19688,40622,14275
139,Barren,9264,10010,10980,15405,16113,40747,12298
140,Barren,10160,11485,13549,18401,23768,42166,17014
141,Barren,9167,9919,11478,16081,20049,41378,14914
142,Barren,9610,10812,12302,17309,21730,42609,15372
143,Barren,10549,12649,14778,20156,25024,42913,17464
144,Barren,10618,12308,14313,19005,26118,42826,18441
145,Barren,9648,11204,12782,19986,22083,42907,15539
146,Barren,10003,11421,12318,17780,23829,44608,19118
147,Barren,8474,9541,10781,15086,18977,42196,13647
148,Barren,10892,12913,14507,19675,27633,43675,21759
149,Barren,9634,10525,11568,16177,17523,43027,13174
150,Barren,10304,11527,12409,15109,14515,1,12083
151,Barren,10019,11250,12524,16322,23499,43189,19099
152,Snow,65535,32493,32640,30963,11530,33135,10672
153,Snow,65535,38057,38271,35943,12591,34372,11279
154,Snow,65535,38479,38747,37114,13436,33133,12034
155,Snow,65535,65535,65535,65535,14285,35226,12338
156,Snow,65535,39881,39786,38674,12261,33136,10815
157,Snow,65535,43167,65535,41760,13447,35055,11739
158,Snow,65535,39625,65535,40193,32792,1,27585
159,Snow,65535,35572,35825,33663,16928,1,16424
160,Snow,65535,33576,33917,32011,14706,1,14154
161,Snow,65535,33838,34006,34383,29855,1,26674
162,Snow,65535,32874,33373,32843,11531,36168,10205
163,Snow,65535,32118,32268,30619,10621,35019,9643
164,Snow,65535,38463,39606,38359,11138,36646,9455
165,Snow,65535,34750,35089,34305,11265,36962,9641
166,Snow,65535,46182,65535,45155,11914,36167,10575
167,Snow,65535,35157,36053,35427,12822,36487,10761
168,Snow,27765,30263,30563,29707,10097,36646,8893
169,Snow,65535,37973,37944,37654,11266,37118,9828
170,Snow,65535,36851,37471,36545,10747,36804,9640
171,Snow,65535,40753,41523,40050,10748,36328,9080
172,Snow,65535,65535,65535,65535,14925,34357,12794
173,Snow,65535,38755,39116,36424,12698,33129,11126
174,Snow,65535,44122,65535,42498,13756,32767,12035
175,Snow,65535,40398,38478,38495,12484,31459,10973
176,Snow,65535,38054,38278,37498,13757,32766,12186
177,Snow,65535,42531,65535,40505,12180,33310,10833
178,Snow,65535,65535,65535,65535,15971,35556,13543
179,Snow,65535,37394,37359,34980,12308,33130,11156
180,Snow,65535,65535,65535,65535,13059,34713,11155
181,Snow,65535,36903,37552,36051,13691,33648,11851
182,Snow,65535,51123,65535,49204,12650,36342,10915
183,Snow,65535,52918,65535,51358,14218,36182,12228
184,Snow,65535,44510,44635,41588,13822,35528,11851
185,Snow,65535,54712,65535,52442,16567,33649,13730
186,Snow,65535,65535,65535,65535,12383,36349,10536
187,Snow,65535,55009,65535,53651,15520,35193,13164
188,Snow,65535,45613,46642,44687,13958,35363,11667
189,Snow,65535,65535,65535,65535,15386,35692,12601
190,Snow,65535,42414,42428,40286,12781,34517,11102
191,Snow,65535,43711,44591,42102,13169,34689,11475
192,Snow,65535,65535,65535,65535,16700,36012,13648
193,Snow,65535,48636,65535,46967,13373,35526,10884
194,Snow,65535,53650,65535,52698,13503,34856,11254
195,Snow,65535,39185,39565,38517,12859,34855,11253
196,Snow,65535,31085,31762,31780,13630,35191,11993
197,Snow,24294,25938,26587,26882,12489,35358,10524
198,Snow,27239,28048,28159,27227,11070,32386,9966
199,Snow,65535,35065,35057,32880,9522,32755,8669
200,Snow,65535,36343,36603,34891,13050,36320,11479
201,Snow,65535,37374,37704,35584,13580,37261,11571
202,Forest,7898,8485,8037,17207,12229,40658,9121
203,Forest,8242,8717,8039,21257,13872,40493,9709
204,Forest,8466,8944,8586,21256,15513,40811,10689
205,Forest,8248,8721,8041,17417,12780,40054,9515
206,Forest,8344,8939,8397,22093,14705,40495,10302
207,Forest,8163,8559,8078,18437,12507,40082,9319
208,Forest,7711,8101,7897,14769,11547,40103,8533
209,Forest,7811,7937,7764,13519,10031,39758,8141
210,Forest,7560,7690,7566,9217,8116,39090,7749
211,Forest,7854,7834,7880,13316,10169,40138,8727
212,Forest,7792,8544,8133,17598,13244,40678,9493
213,Forest,7782,7733,7662,11641,9746,39832,8339
214,Forest,7936,8423,8215,17117,12014,40824,8914
215,Forest,7623,7833,7747,13334,9706,40112,8322
216,Forest,7707,8485,8090,17259,11964,41019,8894
217,Forest,8009,8586,8338,17032,12821,43670,9639
218,Forest,7801,8580,8664,17614,13476,40203,10016
219,Forest,7935,8378,8326,14992,12182,42339,9080
220,Forest,8255,8494,8232,14793,11398,40858,8893
221,Forest,8113,8258,8208,14810,11663,40793,9269
222,Forest,8289,9050,8542,22306,15834,41086,10774
223,Forest,7586,7811,7544,8943,8025,39150,7586
224,Forest,7700,7656,7570,7811,7502,38429,7398
225,Forest,8115,8485,8234,15736,11923,40539,9084
226,Forest,7934,8085,7911,11783,8803,40658,7960
227,Forest,8001,8547,8327,17612,13359,41408,9461
228,Forest,8268,8832,8529,20387,12891,40658,9858
229,Forest,8111,8530,8254,18688,12496,40073,9290
230,Forest,8737,9452,9066,16322,12265,39321,9451
231,Forest,8501,9139,8796,17432,12580,39322,9448
232,Forest,8338,8685,8383,17422,12485,38863,9461
233,Forest,8348,8427,8368,11224,8958,38543,8079
234,Forest,7800,8376,8195,10727,9062,37910,8230
235,Forest,8002,8441,8175,17568,12845,39530,9360
236,Forest,7824,8363,8140,15910,12586,39862,9178
237,Forest,7835,8296,8080,14513,11985,40037,9183
238,Forest,7968,8804,8190,19437,12990,41445,9453
239,Forest,7994,8064,8076,13522,10898,40150,8891
240,Forest,8012,8374,8160,16367,11687,40002,8813
241,Forest,7830,8380,8164,14938,11070,40083,8813
242,Forest,7764,7792,7656,8718,7877,39045,7384
243,Forest,7860,8337,8299,14672,11560,40260,8901
244,Forest,7554,7958,7988,14742,10378,40113,8516
245,Forest,7871,8574,8325,19949,14342,40665,10228
246,Forest,8091,8486,8417,17153,13908,40830,9837
247,Forest,8052,8182,7962,16834,13148,41222,9469
248,Forest,8015,8331,7985,14469,11078,41151,8869
249,Forest,8044,8551,8322,17808,12106,41759,9055
250,Forest,8191,8985,8356,20926,13118,41567,9454
251,Forest,8003,8933,8218,20514,13267,39889,9298
252,Barren,9905,10855,11725,16229,16512,42170,12411
253,Barren,10297,11101,12558,16550,18329,42590,13726
254,Barren,9809,10225,11389,16225,17181,42384,12602
255,Barren,10526,11875,13605,18537,20124,42657,14985
256,Barren,10038,11030,12226,15887,17775,42570,13403
257,Barren,9402,10174,11033,15297,15479,42194,11659
258,Barren,9855,10944,12038,17423,17464,42597,13063
259,Barren,10065,11161,12566,17432,19524,43190,14639
260,Barren,9927,10922,12387,17654,17757,42900,13860
261,Barren,9953,10935,12389,16819,18978,43003,14443
262,Barren,9852,11163,12386,17414,18002,42954,13646
263,Barren,9973,11613,12738,18220,18952,42893,14428
264,Barren,9318,10728,11681,15965,17162,42855,13049
265,Barren,9229,10297,11337,14131,15387,43175,12657
266,Barren,10332,11845,13267,18000,19079,43114,14423
267,Barren,10382,12065,13408,17901,19669,42490,14567
268,Barren,10091,11641,13057,17860,18959,42796,14354
269,Barren,10005,11399,12557,17769,19051,42639,14406
270,Barren,9294,10941,11678,13931,17312,44239,15016
271,Barren,9860,10943,12208,14341,17857,44336,15994
272,Barren,10092,11614,12561,14746,17850,43333,15989
273,Barren,10531,12498,13790,16384,20176,43708,17559
274,Barren,10076,11836,13098,18450,19796,42685,15030
275,Barren,9852,11389,12214,18249,18018,42766,13067
276,Barren,9636,10496,11683,16196,16913,42475,12473
277,Barren,9945,11384,12928,18686,19412,42797,14259
278,Barren,10223,11634,13026,17312,19132,42574,14820
279,Barren,9019,10684,11535,17951,16879,42272,12398
280,Barren,9510,11160,12277,17287,17845,42430,13598
281,Barren,9862,11155,12274,17076,18687,42515,14201
282,Barren,9800,11045,12052,14897,20536,43225,16783
283,Barren,9581,11237,12698,16197,21445,43187,17166
284,Barren,10276,11838,13652,17990,24797,43818,20215
285,Barren,10047,11227,12859,16391,22209,41799,18260
286,Barren,9851,11227,13022,18588,23973,44360,18444
287,Barren,10426,12052,13486,16696,23380,43590,19823
288,Barren,9650,11063,12388,16389,23332,44655,18254
289,Barren,9663,11067,12547,16557,23560,43882,18058
290,Barren,9126,9665,10784,14620,19772,42931,15774
291,Barren,9103,10117,11613,15134,23366,44513,17914
292,Barren,9231,10534,11992,15641,22861,42278,18820
293,Barren,8618,9418,10169,12703,17305,43106,14549
294,Barren,8931,9776,10581,13178,16564,41550,13639
295,Barren,8544,8976,9536,14425,16679,41827,13338
296,Barren,9079,10536,12001,16291,20544,42967,16402
297,Barren,9446,10645,12194,15991,22658,44109,17667
298,Barren,9513,10426,11694,15803,21765,44686,17299
299,Barren,10213,11251,12356,14873,19346,45815,15648
300,Barren,9442,10847,11863,14681,20102,44914,16009
301,Barren,8841,9997,11367,16272,18819,42683,14203
